antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
"frozenset({'BLUE SPOT CERAMIC DRAWER KNOB', 'RED STRIPE CERAMIC DRAWER KNOB'})","frozenset({'BLUE STRIPE CERAMIC DRAWER KNOB', 'RED SPOT CERAMIC DRAWER KNOB'})",0.012008005,0.01400934,0.00933956,0.777777778,55.51851852,0.009171335,4.436957972
frozenset({'HERB MARKER BASIL'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})",0.018012008,0.01400934,0.01400934,0.777777778,55.51851852,0.013757003,4.436957972
frozenset({'HERB MARKER BASIL'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER THYME'})",0.018012008,0.01400934,0.01400934,0.777777778,55.51851852,0.013757003,4.436957972
frozenset({'HERB MARKER BASIL'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",0.018012008,0.01400934,0.01400934,0.777777778,55.51851852,0.013757003,4.436957972
frozenset({'HERB MARKER BASIL'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",0.018012008,0.01400934,0.01400934,0.777777778,55.51851852,0.013757003,4.436957972
frozenset({'HERB MARKER BASIL'}),"frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",0.018012008,0.013342228,0.013342228,0.740740741,55.51851852,0.013101908,3.805679977
frozenset({'HERB MARKER BASIL'}),"frozenset({'HERB MARKER CHIVES', 'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",0.018012008,0.013342228,0.013342228,0.740740741,55.51851852,0.013101908,3.805679977
frozenset({'HERB MARKER BASIL'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",0.018012008,0.013342228,0.013342228,0.740740741,55.51851852,0.013101908,3.805679977
frozenset({'HERB MARKER BASIL'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",0.018012008,0.013342228,0.013342228,0.740740741,55.51851852,0.013101908,3.805679977
frozenset({'HERB MARKER BASIL'}),"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER MINT', 'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",0.018012008,0.013342228,0.013342228,0.740740741,55.51851852,0.013101908,3.805679977
frozenset({'HERB MARKER BASIL'}),"frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",0.018012008,0.012675117,0.012675117,0.703703704,55.51851852,0.012446812,3.332221481
frozenset({'HERB MARKER BASIL'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",0.018012008,0.012675117,0.012675117,0.703703704,55.51851852,0.012446812,3.332221481
frozenset({'HERB MARKER BASIL'}),"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",0.018012008,0.012675117,0.012675117,0.703703704,55.51851852,0.012446812,3.332221481
frozenset({'HERB MARKER BASIL'}),"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",0.018012008,0.012675117,0.012675117,0.703703704,55.51851852,0.012446812,3.332221481
"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME'})","frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})",0.016010674,0.017344897,0.015343562,0.958333333,55.25160256,0.015065859,23.58372248
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER MINT', 'HERB MARKER THYME'})",0.017344897,0.016010674,0.015343562,0.884615385,55.25160256,0.015065859,8.527907494
frozenset({'REGENCY MILK JUG PINK'}),frozenset({'REGENCY SUGAR BOWL GREEN'}),0.016677785,0.016677785,0.015343562,0.92,55.1632,0.015065414,12.29152769
frozenset({'REGENCY SUGAR BOWL GREEN'}),frozenset({'REGENCY MILK JUG PINK'}),0.016677785,0.016677785,0.015343562,0.92,55.1632,0.015065414,12.29152769
frozenset({'REGENCY SUGAR BOWL GREEN'}),frozenset({'REGENCY TEAPOT ROSES'}),0.016677785,0.016677785,0.015343562,0.92,55.1632,0.015065414,12.29152769
frozenset({'REGENCY TEAPOT ROSES'}),frozenset({'REGENCY SUGAR BOWL GREEN'}),0.016677785,0.016677785,0.015343562,0.92,55.1632,0.015065414,12.29152769
"frozenset({'HERB MARKER THYME', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY'})",0.016677785,0.016677785,0.015343562,0.92,55.1632,0.015065414,12.29152769
"frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER THYME', 'HERB MARKER BASIL'})",0.016677785,0.016677785,0.015343562,0.92,55.1632,0.015065414,12.29152769
frozenset({'HERB MARKER CHIVES'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER BASIL'})",0.015343562,0.017344897,0.014676451,0.956521739,55.14715719,0.014410318,22.60106738
"frozenset({'HERB MARKER MINT', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER CHIVES'}),0.017344897,0.015343562,0.014676451,0.846153846,55.14715719,0.014410318,6.400266845
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER THYME'}),0.014676451,0.017344897,0.01400934,0.954545455,55.03321678,0.013754778,21.61841227
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER THYME'}),0.014676451,0.017344897,0.01400934,0.954545455,55.03321678,0.013754778,21.61841227
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER THYME'}),0.014676451,0.017344897,0.01400934,0.954545455,55.03321678,0.013754778,21.61841227
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER THYME'}),0.014676451,0.017344897,0.01400934,0.954545455,55.03321678,0.013754778,21.61841227
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER MINT', 'HERB MARKER BASIL'})",0.014676451,0.017344897,0.01400934,0.954545455,55.03321678,0.013754778,21.61841227
"frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER THYME'}),0.014676451,0.017344897,0.01400934,0.954545455,55.03321678,0.013754778,21.61841227
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER THYME'})","frozenset({'HERB MARKER MINT', 'HERB MARKER BASIL'})",0.014676451,0.017344897,0.01400934,0.954545455,55.03321678,0.013754778,21.61841227
frozenset({'HERB MARKER THYME'}),"frozenset({'HERB MARKER CHIVES', 'HERB MARKER BASIL'})",0.017344897,0.014676451,0.01400934,0.807692308,55.03321678,0.013754778,5.123682455
frozenset({'HERB MARKER THYME'}),"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",0.017344897,0.014676451,0.01400934,0.807692308,55.03321678,0.013754778,5.123682455
frozenset({'HERB MARKER THYME'}),"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",0.017344897,0.014676451,0.01400934,0.807692308,55.03321678,0.013754778,5.123682455
frozenset({'HERB MARKER THYME'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER BASIL'})",0.017344897,0.014676451,0.01400934,0.807692308,55.03321678,0.013754778,5.123682455
"frozenset({'HERB MARKER MINT', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",0.017344897,0.014676451,0.01400934,0.807692308,55.03321678,0.013754778,5.123682455
"frozenset({'HERB MARKER MINT', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",0.017344897,0.014676451,0.01400934,0.807692308,55.03321678,0.013754778,5.123682455
frozenset({'HERB MARKER THYME'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",0.017344897,0.014676451,0.01400934,0.807692308,55.03321678,0.013754778,5.123682455
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY'})",frozenset({'HERB MARKER THYME'}),0.01400934,0.017344897,0.013342228,0.952380952,54.90842491,0.013099238,20.63575717
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER THYME'}),0.01400934,0.017344897,0.013342228,0.952380952,54.90842491,0.013099238,20.63575717
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY'})","frozenset({'HERB MARKER MINT', 'HERB MARKER BASIL'})",0.01400934,0.017344897,0.013342228,0.952380952,54.90842491,0.013099238,20.63575717
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER THYME'}),0.01400934,0.017344897,0.013342228,0.952380952,54.90842491,0.013099238,20.63575717
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER THYME'})","frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})",0.01400934,0.017344897,0.013342228,0.952380952,54.90842491,0.013099238,20.63575717
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER THYME'}),0.01400934,0.017344897,0.013342228,0.952380952,54.90842491,0.013099238,20.63575717
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER PARSLEY'})",frozenset({'HERB MARKER THYME'}),0.01400934,0.017344897,0.013342228,0.952380952,54.90842491,0.013099238,20.63575717
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER THYME'}),0.01400934,0.017344897,0.013342228,0.952380952,54.90842491,0.013099238,20.63575717
"frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER THYME'}),0.01400934,0.017344897,0.013342228,0.952380952,54.90842491,0.013099238,20.63575717
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER THYME'}),0.01400934,0.017344897,0.013342228,0.952380952,54.90842491,0.013099238,20.63575717
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER THYME'})","frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})",0.01400934,0.017344897,0.013342228,0.952380952,54.90842491,0.013099238,20.63575717
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER MINT', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER THYME'}),0.01400934,0.017344897,0.013342228,0.952380952,54.90842491,0.013099238,20.63575717
"frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY', 'HERB MARKER THYME'})","frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})",0.01400934,0.017344897,0.013342228,0.952380952,54.90842491,0.013099238,20.63575717
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER PARSLEY', 'HERB MARKER THYME'})","frozenset({'HERB MARKER MINT', 'HERB MARKER BASIL'})",0.01400934,0.017344897,0.013342228,0.952380952,54.90842491,0.013099238,20.63575717
frozenset({'HERB MARKER THYME'}),"frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY'})",0.017344897,0.01400934,0.013342228,0.769230769,54.90842491,0.013099238,4.272626195
frozenset({'HERB MARKER THYME'}),"frozenset({'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})",0.017344897,0.01400934,0.013342228,0.769230769,54.90842491,0.013099238,4.272626195
"frozenset({'HERB MARKER MINT', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY'})",0.017344897,0.01400934,0.013342228,0.769230769,54.90842491,0.013099238,4.272626195
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER THYME'})",0.017344897,0.01400934,0.013342228,0.769230769,54.90842491,0.013099238,4.272626195
frozenset({'HERB MARKER THYME'}),"frozenset({'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})",0.017344897,0.01400934,0.013342228,0.769230769,54.90842491,0.013099238,4.272626195
frozenset({'HERB MARKER THYME'}),"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",0.017344897,0.01400934,0.013342228,0.769230769,54.90842491,0.013099238,4.272626195
frozenset({'HERB MARKER THYME'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER PARSLEY'})",0.017344897,0.01400934,0.013342228,0.769230769,54.90842491,0.013099238,4.272626195
frozenset({'HERB MARKER THYME'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY'})",0.017344897,0.01400934,0.013342228,0.769230769,54.90842491,0.013099238,4.272626195
frozenset({'HERB MARKER THYME'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",0.017344897,0.01400934,0.013342228,0.769230769,54.90842491,0.013099238,4.272626195
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER THYME'})",0.017344897,0.01400934,0.013342228,0.769230769,54.90842491,0.013099238,4.272626195
frozenset({'HERB MARKER THYME'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})",0.017344897,0.01400934,0.013342228,0.769230769,54.90842491,0.013099238,4.272626195
"frozenset({'HERB MARKER MINT', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",0.017344897,0.01400934,0.013342228,0.769230769,54.90842491,0.013099238,4.272626195
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",0.017344897,0.01400934,0.013342228,0.769230769,54.90842491,0.013099238,4.272626195
frozenset({'HERB MARKER THYME'}),"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER MINT', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",0.017344897,0.01400934,0.013342228,0.769230769,54.90842491,0.013099238,4.272626195
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER THYME'})","frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})",0.013342228,0.017344897,0.012675117,0.95,54.77115385,0.012443697,19.65310207
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER THYME'})","frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})",0.013342228,0.017344897,0.012675117,0.95,54.77115385,0.012443697,19.65310207
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",0.017344897,0.013342228,0.012675117,0.730769231,54.77115385,0.012443697,3.664728867
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",0.017344897,0.013342228,0.012675117,0.730769231,54.77115385,0.012443697,3.664728867
frozenset({'HERB MARKER CHIVES'}),"frozenset({'HERB MARKER THYME', 'HERB MARKER BASIL'})",0.015343562,0.016677785,0.01400934,0.913043478,54.74608696,0.013753443,11.30820547
frozenset({'HERB MARKER CHIVES'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY'})",0.015343562,0.016677785,0.01400934,0.913043478,54.74608696,0.013753443,11.30820547
"frozenset({'REGENCY MILK JUG PINK', 'REGENCY SUGAR BOWL GREEN'})",frozenset({'REGENCY TEAPOT ROSES'}),0.015343562,0.016677785,0.01400934,0.913043478,54.74608696,0.013753443,11.30820547
"frozenset({'REGENCY SUGAR BOWL GREEN', 'REGENCY TEAPOT ROSES'})",frozenset({'REGENCY MILK JUG PINK'}),0.015343562,0.016677785,0.01400934,0.913043478,54.74608696,0.013753443,11.30820547
frozenset({'HERB MARKER CHIVES'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})",0.015343562,0.016677785,0.01400934,0.913043478,54.74608696,0.013753443,11.30820547
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES'})","frozenset({'HERB MARKER THYME', 'HERB MARKER BASIL'})",0.015343562,0.016677785,0.01400934,0.913043478,54.74608696,0.013753443,11.30820547
"frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY'})","frozenset({'HERB MARKER THYME', 'HERB MARKER BASIL'})",0.015343562,0.016677785,0.01400934,0.913043478,54.74608696,0.013753443,11.30820547
"frozenset({'HERB MARKER THYME', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER CHIVES'}),0.016677785,0.015343562,0.01400934,0.84,54.74608696,0.013753443,6.154102735
"frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER CHIVES'}),0.016677785,0.015343562,0.01400934,0.84,54.74608696,0.013753443,6.154102735
frozenset({'REGENCY MILK JUG PINK'}),"frozenset({'REGENCY SUGAR BOWL GREEN', 'REGENCY TEAPOT ROSES'})",0.016677785,0.015343562,0.01400934,0.84,54.74608696,0.013753443,6.154102735
frozenset({'REGENCY TEAPOT ROSES'}),"frozenset({'REGENCY MILK JUG PINK', 'REGENCY SUGAR BOWL GREEN'})",0.016677785,0.015343562,0.01400934,0.84,54.74608696,0.013753443,6.154102735
"frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER CHIVES'}),0.016677785,0.015343562,0.01400934,0.84,54.74608696,0.013753443,6.154102735
"frozenset({'HERB MARKER THYME', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES'})",0.016677785,0.015343562,0.01400934,0.84,54.74608696,0.013753443,6.154102735
"frozenset({'HERB MARKER THYME', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY'})",0.016677785,0.015343562,0.01400934,0.84,54.74608696,0.013753443,6.154102735
"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME'})",frozenset({'HERB MARKER PARSLEY'}),0.016010674,0.016010674,0.01400934,0.875,54.65104167,0.013752998,7.87191461
frozenset({'HERB MARKER PARSLEY'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME'})",0.016010674,0.016010674,0.01400934,0.875,54.65104167,0.013752998,7.87191461
"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER PARSLEY'}),0.016010674,0.016010674,0.01400934,0.875,54.65104167,0.013752998,7.87191461
frozenset({'HERB MARKER PARSLEY'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME', 'HERB MARKER BASIL'})",0.016010674,0.016010674,0.01400934,0.875,54.65104167,0.013752998,7.87191461
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",0.014676451,0.016677785,0.013342228,0.909090909,54.50909091,0.013097457,10.81654436
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",0.014676451,0.016677785,0.013342228,0.909090909,54.50909091,0.013097457,10.81654436
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER THYME', 'HERB MARKER BASIL'})",0.014676451,0.016677785,0.013342228,0.909090909,54.50909091,0.013097457,10.81654436
"frozenset({'HERB MARKER THYME', 'HERB MARKER PARSLEY'})","frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY'})",0.014676451,0.016677785,0.013342228,0.909090909,54.50909091,0.013097457,10.81654436
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",0.014676451,0.016677785,0.013342228,0.909090909,54.50909091,0.013097457,10.81654436
"frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",0.014676451,0.016677785,0.013342228,0.909090909,54.50909091,0.013097457,10.81654436
"frozenset({'HERB MARKER PARSLEY', 'HERB MARKER THYME'})","frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})",0.014676451,0.016677785,0.013342228,0.909090909,54.50909091,0.013097457,10.81654436
"frozenset({'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER BASIL'})",0.016677785,0.014676451,0.013342228,0.8,54.50909091,0.013097457,4.926617745
"frozenset({'HERB MARKER THYME', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER PARSLEY', 'HERB MARKER ROSEMARY'})",0.016677785,0.014676451,0.013342228,0.8,54.50909091,0.013097457,4.926617745
"frozenset({'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",0.016677785,0.014676451,0.013342228,0.8,54.50909091,0.013097457,4.926617745
"frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER THYME', 'HERB MARKER PARSLEY'})",0.016677785,0.014676451,0.013342228,0.8,54.50909091,0.013097457,4.926617745
"frozenset({'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER BASIL'})",0.016677785,0.014676451,0.013342228,0.8,54.50909091,0.013097457,4.926617745
"frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER PARSLEY', 'HERB MARKER THYME'})",0.016677785,0.014676451,0.013342228,0.8,54.50909091,0.013097457,4.926617745
"frozenset({'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY', 'HERB MARKER BASIL'})",0.016677785,0.014676451,0.013342228,0.8,54.50909091,0.013097457,4.926617745
frozenset({'HERB MARKER CHIVES'}),"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER THYME', 'HERB MARKER BASIL'})",0.015343562,0.016010674,0.013342228,0.869565217,54.3115942,0.013096567,7.543918168
"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",frozenset({'HERB MARKER PARSLEY'}),0.015343562,0.016010674,0.013342228,0.869565217,54.3115942,0.013096567,7.543918168
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES'})","frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER THYME', 'HERB MARKER BASIL'})",0.015343562,0.016010674,0.013342228,0.869565217,54.3115942,0.013096567,7.543918168
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER MINT', 'HERB MARKER THYME', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER PARSLEY'}),0.015343562,0.016010674,0.013342228,0.869565217,54.3115942,0.013096567,7.543918168
"frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY'})","frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER THYME', 'HERB MARKER BASIL'})",0.015343562,0.016010674,0.013342228,0.869565217,54.3115942,0.013096567,7.543918168
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER THYME', 'HERB MARKER BASIL'})",frozenset({'HERB MARKER CHIVES'}),0.016010674,0.015343562,0.013342228,0.833333333,54.3115942,0.013096567,5.907938626
frozenset({'HERB MARKER PARSLEY'}),"frozenset({'HERB MARKER MINT', 'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",0.016010674,0.015343562,0.013342228,0.833333333,54.3115942,0.013096567,5.907938626
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER THYME', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES'})",0.016010674,0.015343562,0.013342228,0.833333333,54.3115942,0.013096567,5.907938626
"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER THYME', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER MINT', 'HERB MARKER PARSLEY'})",0.016010674,0.015343562,0.013342228,0.833333333,54.3115942,0.013096567,5.907938626
frozenset({'HERB MARKER PARSLEY'}),"frozenset({'HERB MARKER ROSEMARY', 'HERB MARKER MINT', 'HERB MARKER THYME', 'HERB MARKER BASIL'})",0.016010674,0.015343562,0.013342228,0.833333333,54.3115942,0.013096567,5.907938626
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY'})","frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY'})",0.01400934,0.016677785,0.012675117,0.904761905,54.24952381,0.012441472,10.32488326
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY'})","frozenset({'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",0.01400934,0.016677785,0.012675117,0.904761905,54.24952381,0.012441472,10.32488326
"frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY'})","frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})",0.01400934,0.016677785,0.012675117,0.904761905,54.24952381,0.012441472,10.32488326
"frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER PARSLEY'})","frozenset({'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})",0.01400934,0.016677785,0.012675117,0.904761905,54.24952381,0.012441472,10.32488326
"frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY'})",0.016677785,0.01400934,0.012675117,0.76,54.24952381,0.012441472,4.108294419
"frozenset({'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY'})",0.016677785,0.01400934,0.012675117,0.76,54.24952381,0.012441472,4.108294419
"frozenset({'HERB MARKER MINT', 'HERB MARKER ROSEMARY', 'HERB MARKER BASIL'})","frozenset({'HERB MARKER CHIVES', 'HERB MARKER PARSLEY'})",0.016677785,0.01400934,0.012675117,0.76,54.24952381,0.012441472,4.108294419
"frozenset({'HERB MARKER THYME', 'HERB MARKER ROSEMARY'})","frozenset({'HERB MARKER MINT', 'HERB MARKER CHIVES', 'HERB MARKER PARSLEY'})",0.016677785,0.01400934,0.012675117,0.76,54.24952381,0.012441472,4.108294419
frozenset({'HERB MARKER CHIVES'}),frozenset({'HERB MARKER MINT'}),0.015343562,0.018679119,0.015343562,1,53.53571429,0.015056958,inf
