,CustomerID,Monetory,Frequency,Recency,RecencyCluster,FrequencyCluster,MonetoryCluster,RFMCombined
1752,15301.0,2924.1200000000003,10,40,3,4,3,343
1753,15304.0,303.65,4,50,3,2,1,321
1754,15306.0,1174.3500000000001,3,54,3,2,2,322
1755,15307.0,205.3,1,85,2,1,1,211
1757,15312.0,316.95000000000005,2,65,3,1,1,311
1758,15313.0,52.0,1,100,2,1,1,211
1759,15315.0,551.54,3,54,3,2,1,321
1760,15320.0,267.13,1,34,3,1,1,311
1761,15321.0,1491.2600000000007,3,39,3,2,2,322
1762,15322.0,602.9699999999998,2,54,3,1,1,311
1763,15325.0,162.2899999999999,1,93,2,1,1,211
1764,15327.0,208.75000000000003,1,42,3,1,1,311
1765,15329.0,1023.2000000000003,4,25,4,2,2,422
1766,15330.0,714.96,2,22,4,1,1,411
1767,15334.0,351.66999999999996,3,146,1,2,1,121
1768,15335.0,173.97000000000003,1,43,3,1,1,311
1769,15339.0,299.66999999999996,2,56,3,1,1,311
1771,15342.0,391.75999999999993,2,106,2,1,1,211
1772,15343.0,364.5,1,77,2,1,1,211
1773,15344.0,373.28,4,13,4,2,1,421
1774,15345.0,367.69,2,25,4,1,1,411
1775,15348.0,158.03999999999996,1,62,3,1,1,311
1776,15349.0,473.8099999999999,2,148,1,1,1,111
1777,15351.0,1600.8600000000001,8,2,4,4,2,442
1778,15355.0,277.05,2,19,4,1,1,411
1779,15356.0,1564.6899999999998,5,21,4,3,2,432
1780,15358.0,3143.2699999999995,11,19,4,4,3,443
1781,15360.0,427.92999999999995,1,29,4,1,1,411
1782,15364.0,581.3900000000001,1,85,2,1,1,211
1783,15365.0,1121.8400000000001,8,15,4,4,2,442
1784,15366.0,496.9700000000001,1,65,3,1,1,311
1785,15367.0,461.40999999999997,2,47,3,1,1,311
1786,15368.0,446.94000000000005,1,11,4,1,1,411
1788,15370.0,1232.61,5,30,4,3,2,432
1790,15373.0,878.6300000000001,5,8,4,3,2,432
1791,15374.0,168.0,1,118,2,1,1,211
1792,15376.0,579.19,2,30,4,1,1,411
1793,15379.0,440.18000000000006,2,159,1,1,1,111
1794,15380.0,1066.9600000000003,4,36,3,2,2,322
1795,15382.0,4352.589999999999,5,4,4,3,4,434
1796,15384.0,338.83999999999986,1,159,1,1,1,111
1797,15385.0,316.88,1,30,4,1,1,411
1798,15386.0,394.14000000000004,1,176,1,1,1,111
1799,15389.0,500.0,1,162,1,1,1,111
1800,15392.0,892.1400000000001,2,20,4,1,2,412
1801,15393.0,107.76,1,6,4,1,1,411
1802,15394.0,747.1000000000001,2,-1,4,1,1,411
1803,15396.0,288.17999999999995,1,102,2,1,1,211
1804,15398.0,1339.63,3,6,4,2,2,422
1805,15399.0,549.1300000000001,2,12,4,1,1,411
1806,15400.0,320.6,5,82,2,3,1,231
1807,15402.0,185.77999999999997,1,138,1,1,1,111
1808,15405.0,349.1,1,179,1,1,1,111
1809,15406.0,174.32000000000002,3,8,4,2,1,421
1810,15407.0,726.5799999999997,2,23,4,1,1,411
1811,15410.0,1649.9500000000003,4,74,2,2,2,222
1812,15411.0,1346.3799999999999,5,16,4,3,2,432
1813,15412.0,190.53000000000003,1,161,1,1,1,111
1814,15414.0,738.6999999999999,2,-1,4,1,1,411
1815,15416.0,1699.9399999999996,3,54,3,2,2,322
1816,15417.0,508.8000000000001,1,75,2,1,1,211
1817,15419.0,135.86,1,14,4,1,1,411
1818,15421.0,211.00000000000003,1,48,3,1,1,311
1819,15423.0,43.5,1,28,4,1,1,411
1820,15426.0,771.8699999999999,4,9,4,2,1,421
1821,15427.0,1483.1399999999996,3,23,4,2,2,422
1822,15428.0,93.78,1,5,4,1,1,411
1823,15429.0,364.90000000000003,3,16,4,2,1,421
1824,15432.0,171.19,1,13,4,1,1,411
1826,15434.0,583.62,3,21,4,2,1,421
1827,15435.0,149.29000000000005,1,12,4,1,1,411
1828,15436.0,633.48,2,2,4,1,1,411
1829,15438.0,156.57999999999998,1,121,2,1,1,211
1830,15440.0,257.88,2,44,3,1,1,311
1831,15443.0,2394.9399999999996,6,2,4,3,3,433
1832,15444.0,1418.26,2,-1,4,1,2,412
1833,15449.0,626.9499999999999,3,16,4,2,1,421
1834,15450.0,429.84,1,20,4,1,1,411
1835,15452.0,291.48,2,19,4,1,1,411
1836,15453.0,1253.09,6,25,4,3,2,432
1837,15458.0,161.64,1,15,4,1,1,411
1838,15462.0,234.60000000000002,3,84,2,2,1,221
1839,15463.0,126.14,1,19,4,1,1,411
1840,15465.0,2102.71,7,9,4,3,3,433
1841,15466.0,334.53000000000014,1,75,2,1,1,211
1842,15467.0,511.87999999999994,4,-1,4,2,1,421
1843,15468.0,439.7099999999999,4,25,4,2,1,421
1844,15469.0,504.5,4,33,3,2,1,321
1845,15472.0,371.56,1,103,2,1,1,211
1846,15473.0,1465.2,10,4,4,4,2,442
1847,15475.0,454.10999999999984,1,67,3,1,1,311
1848,15478.0,1441.42,2,30,4,1,2,412
1849,15480.0,905.5,1,106,2,1,2,212
1851,15483.0,118.96,3,151,1,2,1,121
1852,15484.0,2888.8599999999997,4,-1,4,2,3,423
1854,15488.0,91.32000000000001,1,82,2,1,1,211
1855,15489.0,741.77,3,12,4,2,1,421
1856,15491.0,1445.93,4,85,2,2,2,222
1857,15492.0,659.4599999999999,2,18,4,1,1,411
1858,15493.0,1028.7499999999995,4,22,4,2,2,422
1859,15494.0,1299.2300000000005,2,11,4,1,2,412
1860,15497.0,291.6,1,7,4,1,1,411
1862,15500.0,865.3000000000001,3,8,4,2,2,422
1864,15504.0,52.83000000000001,1,71,3,1,1,311
1865,15505.0,3497.1400000000003,7,42,3,3,3,333
1866,15506.0,979.2599999999999,3,12,4,2,2,422
1867,15507.0,492.35999999999996,1,161,1,1,1,111
1868,15508.0,371.16,3,179,1,2,1,121
1869,15511.0,909.23,5,1,4,3,2,432
1870,15512.0,19.799999999999997,1,145,1,1,1,111
1871,15513.0,8603.26,9,21,4,4,4,444
1872,15514.0,1577.5200000000002,5,2,4,3,2,432
1873,15516.0,62.43,3,34,3,2,1,321
1874,15518.0,938.9699999999999,7,54,3,3,2,332
1875,15521.0,1031.8700000000001,8,26,4,4,2,442
1876,15522.0,398.84000000000003,2,22,4,1,1,411
1877,15523.0,412.00999999999993,1,74,2,1,1,211
1878,15524.0,440.0,1,14,4,1,1,411
1879,15525.0,197.3,1,7,4,1,1,411
1880,15526.0,148.44,2,23,4,1,1,411
1881,15527.0,1448.7800000000002,7,8,4,3,2,432
1882,15529.0,2035.5699999999993,5,12,4,3,3,433
1883,15530.0,949.2199999999999,3,11,4,2,2,422
1885,15532.0,1160.7299999999996,5,15,4,3,2,432
1886,15533.0,746.92,5,9,4,3,1,431
1887,15535.0,125.01,1,163,1,1,1,111
1888,15537.0,110.92000000000003,1,153,1,1,1,111
1889,15540.0,213.30000000000004,1,1,4,1,1,411
1890,15541.0,85.13000000000002,1,104,2,1,1,211
1891,15544.0,1785.5900000000001,6,-1,4,3,2,432
1892,15545.0,157.39000000000001,1,44,3,1,1,311
1893,15547.0,2027.8999999999999,6,30,4,3,3,433
1894,15549.0,751.1600000000002,2,67,3,1,1,311
1895,15550.0,295.38,2,96,2,1,1,211
1896,15551.0,436.05999999999995,1,26,4,1,1,411
1897,15553.0,437.22999999999985,1,50,3,1,1,311
1899,15556.0,279.77,1,14,4,1,1,411
1900,15557.0,473.65,1,18,4,1,1,411
1901,15561.0,456.99,4,1,4,2,1,421
1902,15563.0,595.22,4,11,4,2,1,421
1903,15565.0,173.16000000000003,2,40,3,1,1,311
1904,15567.0,186.01000000000002,1,8,4,1,1,411
1905,15568.0,422.52,2,34,3,1,1,311
1906,15569.0,1087.2099999999998,4,93,2,2,2,222
1907,15570.0,1604.7000000000003,3,0,4,2,2,422
1908,15571.0,650.43,4,1,4,2,1,421
1909,15572.0,1481.8399999999997,3,15,4,2,2,422
1910,15573.0,607.45,2,21,4,1,1,411
1911,15574.0,112.10000000000001,1,167,1,1,1,111
1912,15576.0,940.6700000000002,1,27,4,1,2,412
1913,15577.0,229.22999999999996,2,141,1,1,1,111
1914,15578.0,127.1,1,152,1,1,1,111
1915,15579.0,149.00000000000003,1,58,3,1,1,311
1916,15581.0,2795.01,6,110,2,3,3,233
1917,15582.0,379.30000000000007,2,14,4,1,1,411
1918,15584.0,722.6099999999999,5,13,4,3,1,431
1919,15585.0,455.30000000000007,1,166,1,1,1,111
1920,15587.0,568.8,3,40,3,2,1,321
1921,15592.0,388.58,1,36,3,1,1,311
1922,15593.0,199.8,1,60,3,1,1,311
1923,15594.0,1503.87,4,5,4,2,2,422
1924,15596.0,16.9,1,90,2,1,1,211
1925,15597.0,315.71999999999997,2,19,4,1,1,411
1926,15598.0,235.68,3,25,4,2,1,421
1927,15599.0,312.91,1,16,4,1,1,411
1928,15601.0,2003.97,6,1,4,3,3,433
1929,15602.0,561.3299999999999,4,12,4,2,1,421
1930,15603.0,48.480000000000004,1,68,3,1,1,311
1931,15604.0,216.39000000000001,1,42,3,1,1,311
1932,15605.0,508.05,2,26,4,1,1,411
1933,15606.0,596.29,5,47,3,3,1,331
1934,15608.0,1093.68,4,18,4,2,2,422
1935,15609.0,270.03000000000003,2,172,1,1,1,111
1936,15610.0,112.46,1,41,3,1,1,311
1937,15611.0,1252.79,11,-1,4,4,2,442
1938,15612.0,195.15,2,26,4,1,1,411
1940,15618.0,747.031,5,22,4,3,1,431
1941,15619.0,336.40000000000003,1,0,4,1,1,411
1942,15620.0,670.3399999999999,2,40,3,1,1,311
1943,15621.0,966.0,3,0,4,2,2,422
1944,15622.0,1099.73,6,33,3,3,2,332
1945,15623.0,301.03,1,131,1,1,1,111
1946,15624.0,276.73,2,106,2,1,1,211
1947,15625.0,809.23,7,90,2,3,2,232
1948,15626.0,393.9199999999999,1,64,3,1,1,311
1949,15628.0,1971.68,7,14,4,3,3,433
1950,15630.0,789.4899999999999,1,35,3,1,2,312
1951,15632.0,1920.7099999999998,6,5,4,3,3,433
1952,15634.0,243.55,1,7,4,1,1,411
1953,15636.0,418.06000000000006,1,79,2,1,1,211
1954,15637.0,223.36,1,42,3,1,1,311
1955,15639.0,425.31999999999994,1,124,2,1,1,211
1956,15640.0,5497.950000000001,8,6,4,4,4,444
1957,15641.0,581.8200000000002,1,95,2,1,1,211
1958,15643.0,310.3,5,169,1,3,1,131
1959,15644.0,389.80999999999983,1,156,1,1,1,111
1960,15645.0,612.0099999999998,1,8,4,1,1,411
1961,15646.0,107.60000000000001,1,147,1,1,1,111
1962,15651.0,418.97999999999996,2,26,4,1,1,411
1963,15652.0,337.74,1,81,2,1,1,211
1964,15653.0,877.4399999999999,2,82,2,1,2,212
1965,15654.0,922.5300000000002,2,-1,4,1,2,412
1966,15656.0,441.64,2,35,3,1,1,311
1967,15657.0,30.0,1,12,4,1,1,411
1968,15658.0,7.5,1,180,1,1,1,111
1969,15659.0,306.45000000000005,1,33,3,1,1,311
1970,15660.0,858.0899999999999,6,15,4,3,2,432
1971,15663.0,138.14000000000001,1,96,2,1,1,211
1972,15664.0,386.43,1,40,3,1,1,311
1973,15665.0,765.7899999999998,1,158,1,1,1,111
1974,15667.0,301.32000000000005,1,29,4,1,1,411
1975,15669.0,478.89000000000004,4,30,4,2,1,421
1976,15671.0,1619.3600000000001,5,8,4,3,2,432
1977,15673.0,1095.2900000000004,2,78,2,1,2,212
1978,15674.0,1066.9399999999998,1,63,3,1,2,312
1979,15675.0,278.69,2,71,3,1,1,311
1980,15676.0,2446.6899999999996,3,-1,4,2,3,423
1981,15677.0,657.23,1,39,3,1,1,311
1982,15678.0,352.70000000000005,1,42,3,1,1,311
1983,15679.0,781.2799999999997,4,14,4,2,1,421
1984,15680.0,854.79,2,-1,4,1,2,412
1985,15681.0,600.68,5,8,4,3,1,431
1986,15683.0,193.75,1,107,2,1,1,211
1987,15687.0,1337.4099999999999,5,13,4,3,2,432
1988,15689.0,150.6,1,109,2,1,1,211
1989,15690.0,111.0,1,90,2,1,1,211
1990,15692.0,191.04000000000002,1,18,4,1,1,411
1991,15694.0,2930.74,5,15,4,3,3,433
1992,15696.0,1093.6100000000001,3,23,4,2,2,422
1993,15699.0,309.6499999999999,1,7,4,1,1,411
1994,15700.0,664.0299999999996,3,162,1,2,1,121
1995,15701.0,1223.2,3,58,3,2,2,322
1996,15704.0,1354.7700000000002,3,130,1,2,2,122
1997,15706.0,1001.8100000000001,7,49,3,3,2,332
1998,15707.0,945.5799999999999,4,25,4,2,2,422
1999,15708.0,1277.6399999999999,4,30,4,2,2,422
2000,15712.0,772.56,4,-1,4,2,1,421
2001,15713.0,185.55,1,133,1,1,1,111
2002,15714.0,330.88,2,1,4,1,1,411
2003,15716.0,216.36999999999995,1,135,1,1,1,111
2004,15719.0,2612.99,7,22,4,3,3,433
2005,15720.0,598.7300000000001,1,14,4,1,1,411
2006,15721.0,507.0799999999998,1,1,4,1,1,411
2007,15722.0,1857.16,5,25,4,3,2,432
2008,15725.0,415.2500000000001,1,5,4,1,1,411
2009,15727.0,1928.0899999999997,3,6,4,2,3,423
2011,15730.0,653.45,2,55,3,1,1,311
2012,15734.0,760.8000000000002,1,104,2,1,1,211
2013,15737.0,651.9300000000001,10,4,4,4,1,441
2014,15738.0,2199.38,7,8,4,3,3,433
2015,15739.0,449.12000000000006,1,56,3,1,1,311
2016,15740.0,154.88000000000002,1,39,3,1,1,311
2017,15743.0,784.46,4,6,4,2,1,421
2018,15744.0,34.8,1,67,3,1,1,311
2019,15745.0,782.8900000000001,4,9,4,2,1,421
2020,15746.0,182.95999999999998,2,124,2,1,1,211
2021,15747.0,974.0400000000002,3,2,4,2,2,422
2022,15748.0,149.30999999999995,1,30,4,1,1,411
2023,15750.0,1512.52,4,5,4,2,2,422
2024,15752.0,1583.75,5,29,4,3,2,432
2025,15754.0,363.87,3,40,3,2,1,321
2026,15755.0,1725.4,5,0,4,3,2,432
2027,15756.0,283.84000000000015,2,51,3,1,1,311
2028,15757.0,453.05999999999995,1,55,3,1,1,311
2029,15758.0,205.25,1,14,4,1,1,411
2030,15762.0,583.75,2,55,3,1,1,311
2031,15763.0,1048.67,3,21,4,2,2,422
2032,15764.0,2124.5400000000004,9,71,3,4,3,343
2033,15766.0,315.05999999999995,1,54,3,1,1,311
2034,15768.0,142.68,1,105,2,1,1,211
2036,15774.0,270.8,1,58,3,1,1,311
2037,15776.0,241.62000000000003,1,123,2,1,1,211
2038,15780.0,72.52000000000001,1,173,1,1,1,111
2039,15781.0,250.20999999999998,3,15,4,2,1,421
2040,15782.0,2593.94,4,-1,4,2,3,423
2041,15783.0,246.3,1,0,4,1,1,411
2042,15785.0,984.3,5,19,4,3,2,432
2043,15786.0,4834.2000000000035,5,33,3,3,4,334
2044,15787.0,948.05,3,16,4,2,2,422
2045,15790.0,220.84999999999997,1,0,4,1,1,411
2046,15791.0,381.20000000000005,2,33,3,1,1,311
2047,15793.0,642.3199999999999,3,-1,4,2,1,421
2048,15795.0,610.0100000000001,1,139,1,1,1,111
2049,15796.0,1245.12,5,7,4,3,2,432
2050,15797.0,367.2,1,103,2,1,1,211
2051,15799.0,563.9200000000001,2,65,3,1,1,311
2052,15800.0,454.57999999999987,1,97,2,1,1,211
2053,15801.0,1042.1899999999998,4,36,3,2,2,322
2055,15803.0,415.82,1,41,3,1,1,311
2058,15806.0,484.22,2,36,3,1,1,311
2059,15807.0,903.8999999999999,3,40,3,2,2,322
2060,15809.0,15.9,3,25,4,2,1,421
2061,15810.0,291.31000000000006,5,68,3,3,1,331
2062,15811.0,917.8800000000001,3,7,4,2,2,422
2063,15812.0,1036.38,3,97,2,2,2,222
2064,15814.0,1919.2300000000005,5,6,4,3,3,433
2065,15815.0,706.52,2,53,3,1,1,311
2066,15819.0,728.31,2,39,3,1,1,311
2067,15821.0,570.96,2,34,3,1,1,311
2068,15825.0,532.94,1,162,1,1,1,111
2069,15826.0,929.3599999999999,3,41,3,2,2,322
2070,15827.0,889.1000000000001,7,63,3,3,2,332
2071,15829.0,636.1400000000001,2,89,2,1,1,211
2072,15830.0,547.7,2,19,4,1,1,411
2073,15831.0,491.82000000000005,2,48,3,1,1,311
2074,15834.0,827.3799999999998,3,60,3,2,2,322
2075,15835.0,465.78,2,34,3,1,1,311
2076,15836.0,117.47,2,35,3,1,1,311
2077,15837.0,391.97999999999996,1,54,3,1,1,311
2079,15839.0,1020.7400000000002,5,15,4,3,2,432
2080,15840.0,345.65999999999997,3,48,3,2,1,321
2081,15841.0,595.8399999999999,4,54,3,2,1,321
2082,15844.0,130.74,1,36,3,1,1,311
2083,15845.0,2164.71,6,7,4,3,3,433
2084,15847.0,208.58999999999992,1,28,4,1,1,411
2085,15850.0,238.85000000000008,2,9,4,1,1,411
2086,15852.0,57.5,1,176,1,1,1,111
2087,15853.0,110.80000000000001,1,41,3,1,1,311
2088,15854.0,1255.55,4,76,2,2,2,222
2089,15855.0,369.73,2,126,1,1,1,111
2091,15857.0,297.0,1,8,4,1,1,411
2092,15858.0,622.63,3,5,4,2,1,421
2093,15860.0,556.95,5,30,4,3,1,431
2094,15861.0,2277.88,8,2,4,4,3,443
2095,15862.0,168.71999999999997,1,102,2,1,1,211
2096,15863.0,59.64000000000001,1,15,4,1,1,411
2097,15864.0,1541.2600000000002,6,12,4,3,2,432
2098,15865.0,581.2,2,30,4,1,1,411
2099,15866.0,230.52999999999994,1,91,2,1,1,211
2100,15867.0,1772.0100000000002,5,12,4,3,2,432
2101,15870.0,354.0899999999999,1,22,4,1,1,411
2102,15872.0,360.9299999999999,2,4,4,1,1,411
2103,15874.0,2194.47,3,53,3,2,3,323
2104,15877.0,242.25999999999996,1,7,4,1,1,411
2105,15883.0,143.75999999999996,1,23,4,1,1,411
2106,15885.0,364.34999999999997,2,82,2,1,1,211
2107,15886.0,181.09,1,50,3,1,1,311
2108,15888.0,141.27,2,69,3,1,1,311
2109,15889.0,148.95000000000002,1,146,1,1,1,111
2110,15895.0,179.17,1,139,1,1,1,111
2111,15900.0,351.1099999999999,1,13,4,1,1,411
2112,15901.0,363.88000000000005,3,6,4,2,1,421
2113,15903.0,4485.12,5,-1,4,3,4,434
2114,15906.0,884.53,4,9,4,2,2,422
2115,15907.0,278.33999999999986,1,166,1,1,1,111
2116,15909.0,191.93999999999997,1,163,1,1,1,111
2117,15910.0,548.22,3,5,4,2,1,421
2118,15912.0,123.13,1,168,1,1,1,111
2119,15916.0,774.36,5,6,4,3,1,431
2120,15918.0,192.22999999999996,1,180,1,1,1,111
2121,15919.0,369.1699999999999,1,9,4,1,1,411
2122,15920.0,167.5,4,144,1,2,1,121
2123,15921.0,336.03000000000003,1,162,1,1,1,111
2124,15930.0,426.63000000000017,1,57,3,1,1,311
2125,15932.0,901.1500000000001,4,78,2,2,2,222
2126,15933.0,1107.4599999999998,3,11,4,2,2,422
2127,15937.0,145.35,1,54,3,1,1,311
2128,15938.0,69.28,1,102,2,1,1,211
2129,15939.0,1482.66,6,79,2,3,2,232
2130,15942.0,337.43999999999994,1,123,2,1,1,211
2132,15948.0,644.24,1,33,3,1,1,311
2133,15949.0,364.71999999999997,2,6,4,1,1,411
2134,15950.0,1336.69,3,21,4,2,2,422
2135,15952.0,573.9200000000001,3,23,4,2,1,421
2136,15953.0,827.29,5,5,4,3,2,432
2138,15957.0,428.88999999999993,1,21,4,1,1,411
2139,15958.0,104.35,1,64,3,1,1,311
2140,15963.0,470.76,2,9,4,1,1,411
2141,15965.0,689.4499999999998,3,7,4,2,1,421
2142,15967.0,245.03000000000003,1,13,4,1,1,411
2143,15969.0,447.9,3,-1,4,2,1,421
2144,15971.0,3113.7000000000003,8,7,4,4,3,443
2145,15974.0,1868.6599999999999,4,29,4,2,2,422
2146,15975.0,371.01,1,74,2,1,1,211
2147,15976.0,220.94999999999996,1,155,1,1,1,111
2148,15977.0,1054.73,2,7,4,1,2,412
2149,15978.0,1098.7800000000002,1,67,3,1,2,312
2150,15980.0,1638.6800000000003,2,78,2,1,2,212
2151,15981.0,1786.2800000000004,4,14,4,2,2,422
2152,15983.0,326.75000000000006,1,12,4,1,1,411
2153,15984.0,1309.8799999999999,3,61,3,2,2,322
2154,15985.0,137.84,2,113,2,1,1,211
2155,15986.0,168.12,1,20,4,1,1,411
2156,15987.0,935.1999999999999,3,2,4,2,2,422
2157,15988.0,158.03000000000003,1,9,4,1,1,411
2158,15990.0,390.74,1,34,3,1,1,311
2159,15993.0,2533.079999999998,7,5,4,3,3,433
2160,15994.0,427.07000000000005,1,44,3,1,1,311
2161,15996.0,389.51,4,78,2,2,1,221
2162,15998.0,1301.95,4,26,4,2,2,422
2163,16003.0,1554.37,4,19,4,2,2,422
2164,16005.0,437.8,3,2,4,2,1,421
2165,16007.0,1332.19,3,37,3,2,2,322
2166,16008.0,339.63,2,13,4,1,1,411
2167,16009.0,992.7099999999999,4,12,4,2,2,422
2168,16011.0,1977.95,9,19,4,4,3,443
2169,16012.0,1415.29,3,25,4,2,2,422
2171,16014.0,390.2,3,25,4,2,1,421
2172,16015.0,487.44000000000017,3,16,4,2,1,421
2173,16016.0,533.64,4,5,4,2,1,421
2174,16017.0,211.87999999999994,1,37,3,1,1,311
2175,16018.0,408.9,2,29,4,1,1,411
2176,16019.0,1296.7399999999998,3,36,3,2,2,322
2177,16020.0,851.0100000000001,3,6,4,2,2,422
2178,16023.0,219.11999999999998,1,36,3,1,1,311
2179,16024.0,251.23999999999992,1,2,4,1,1,411
2180,16025.0,439.66,1,19,4,1,1,411
2181,16026.0,236.09000000000006,1,33,3,1,1,311
2182,16027.0,417.95000000000005,3,81,2,2,1,221
2184,16031.0,243.3100000000001,1,82,2,1,1,211
2185,16033.0,5100.210000000001,10,23,4,4,4,444
2186,16036.0,570.19,1,77,2,1,1,211
2187,16038.0,58.92999999999999,2,167,1,1,1,111
2188,16040.0,891.1199999999999,2,55,3,1,2,312
2189,16041.0,3166.4,3,20,4,2,3,423
2190,16042.0,1172.3199999999997,4,12,4,2,2,422
2191,16043.0,97.5,1,27,4,1,1,411
2192,16045.0,479.45,2,109,2,1,1,211
2194,16049.0,1111.789999999999,3,30,4,2,2,422
2195,16050.0,137.9,1,163,1,1,1,111
2196,16052.0,362.06000000000006,1,44,3,1,1,311
2197,16053.0,1511.9499999999996,2,22,4,1,2,412
2198,16054.0,783.8999999999999,1,135,1,1,1,111
2199,16056.0,664.85,1,35,3,1,1,311
2200,16057.0,1203.58,4,6,4,2,2,422
2201,16059.0,812.1599999999999,3,55,3,2,2,322
2202,16062.0,575.4399999999999,2,-1,4,1,1,411
2203,16066.0,1521.87,5,6,4,3,2,432
2204,16070.0,852.1499999999999,2,12,4,1,2,412
2205,16071.0,326.24000000000007,1,34,3,1,1,311
2206,16076.0,1707.1,9,12,4,4,2,442
2207,16079.0,1352.0,3,6,4,2,2,422
2208,16080.0,86.89999999999999,1,71,3,1,1,311
2209,16081.0,2238.77,3,46,3,2,3,323
2210,16083.0,979.6400000000001,1,90,2,1,2,212
2211,16085.0,656.47,3,13,4,2,1,421
2212,16086.0,534.33,2,49,3,1,1,311
2213,16091.0,157.81,1,144,1,1,1,111
2214,16092.0,185.63,3,88,2,2,1,221
2215,16093.0,17.0,1,96,2,1,1,211
2216,16094.0,826.13,3,1,4,2,2,422
2217,16098.0,995.3299999999999,4,77,2,2,2,222
2218,16099.0,413.6,2,40,3,1,1,311
2219,16101.0,1245.96,3,-1,4,2,2,422
2220,16102.0,1842.1400000000003,3,32,3,2,2,322
2221,16103.0,878.68,3,69,3,2,2,322
2222,16104.0,302.36,1,51,3,1,1,311
2223,16106.0,108.38,1,55,3,1,1,311
2224,16107.0,3204.1600000000003,7,7,4,3,3,433
2225,16108.0,816.1,2,74,2,1,2,212
2226,16110.0,643.5499999999998,1,35,3,1,1,311
2227,16112.0,59.6,2,133,1,1,1,111
2228,16113.0,161.38000000000002,1,173,1,1,1,111
2229,16114.0,135.75000000000003,1,160,1,1,1,111
2230,16115.0,1157.0699999999997,5,-1,4,3,2,432
2231,16117.0,232.21,1,179,1,1,1,111
2232,16119.0,309.48,1,62,3,1,1,311
2233,16120.0,1294.1399999999999,5,49,3,3,2,332
2234,16121.0,579.2199999999999,1,47,3,1,1,311
2235,16122.0,434.5800000000001,2,63,3,1,1,311
2236,16123.0,307.78,1,41,3,1,1,311
2238,16127.0,656.2500000000001,1,29,4,1,1,411
2239,16128.0,1491.92,4,7,4,2,2,422
2240,16131.0,1842.02,4,41,3,2,2,322
2242,16134.0,334.55999999999995,1,11,4,1,1,411
2243,16136.0,550.08,2,49,3,1,1,311
2244,16139.0,495.61000000000007,2,8,4,1,1,411
2245,16140.0,579.63,3,42,3,2,1,321
2246,16141.0,620.4,1,78,2,1,1,211
2247,16143.0,375.18999999999994,1,98,2,1,1,211
2248,16145.0,2074.02,10,30,4,4,3,443
2249,16146.0,75.0,1,147,1,1,1,111
2250,16147.0,375.0,1,123,2,1,1,211
2251,16149.0,163.68000000000004,1,132,1,1,1,111
2252,16150.0,1025.19,7,28,4,3,2,432
2253,16153.0,1422.3200000000002,3,39,3,2,2,322
2254,16156.0,1664.44,8,14,4,4,2,442
2255,16157.0,644.24,4,5,4,2,1,421
2256,16160.0,1009.4500000000002,4,54,3,2,2,322
2257,16161.0,2872.46,11,4,4,4,3,443
2258,16164.0,802.53,4,7,4,2,2,422
2260,16169.0,1483.9500000000003,3,19,4,2,2,422
2261,16170.0,1254.8400000000004,5,40,3,3,2,332
2262,16171.0,73.2,1,49,3,1,1,311
2263,16172.0,940.8300000000002,4,85,2,2,2,222
2264,16173.0,1406.57,7,5,4,3,2,432
2265,16174.0,1009.5500000000001,3,116,2,2,2,222
2266,16175.0,570.61,2,84,2,1,1,211
2267,16177.0,331.95,1,40,3,1,1,311
2268,16178.0,197.90000000000003,1,128,1,1,1,111
2269,16179.0,215.83,1,50,3,1,1,311
2271,16181.0,305.5400000000001,1,63,3,1,1,311
2273,16183.0,338.7100000000001,1,57,3,1,1,311
2274,16184.0,1007.32,6,54,3,3,2,332
2275,16185.0,194.41,1,6,4,1,1,411
2276,16186.0,2944.73,9,12,4,4,3,443
2277,16187.0,4276.6,10,21,4,4,4,444
2278,16188.0,416.09000000000003,2,34,3,1,1,311
2279,16189.0,215.48,2,5,4,1,1,411
2280,16190.0,215.08,1,30,4,1,1,411
2281,16191.0,2117.58,9,1,4,4,3,443
2282,16198.0,400.681,1,65,3,1,1,311
2283,16200.0,550.5699999999999,1,154,1,1,1,111
2284,16201.0,1312.12,4,6,4,2,2,422
2285,16203.0,274.6,2,48,3,1,1,311
2286,16204.0,405.71000000000004,1,13,4,1,1,411
2287,16205.0,761.3799999999999,4,20,4,2,1,421
2288,16206.0,248.31,2,44,3,1,1,311
2289,16207.0,394.38,1,15,4,1,1,411
2290,16208.0,166.67000000000004,1,34,3,1,1,311
2291,16209.0,1956.67,4,78,2,2,3,223
2292,16210.0,6893.6900000000005,8,-1,4,4,4,444
2293,16211.0,542.77,2,71,3,1,1,311
2294,16212.0,192.19,1,9,4,1,1,411
2295,16213.0,159.0,1,68,3,1,1,311
2296,16214.0,313.08000000000004,1,160,1,1,1,111
2297,16215.0,242.35000000000002,1,70,3,1,1,311
2298,16218.0,1326.1100000000001,4,19,4,2,2,422
2299,16221.0,549.49,1,26,4,1,1,411
2300,16224.0,752.0899999999999,2,47,3,1,1,311
2301,16225.0,679.71,3,34,3,2,1,321
2302,16229.0,652.3999999999997,1,77,2,1,1,211
2303,16230.0,266.1,1,179,1,1,1,111
2304,16232.0,616.76,3,22,4,2,1,421
2305,16233.0,210.17999999999998,1,61,3,1,1,311
2306,16235.0,522.85,3,30,4,2,1,421
2307,16236.0,432.19999999999993,1,68,3,1,1,311
2308,16239.0,372.9,3,46,3,2,1,321
